City_Name,State,Year,Population,Job_Postings,College_Count,Skill_Center_Count,Green_Cover_Percentage,Internet_Penetration_Rate,Startup_Count,Road_Connectivity_Score,Public_Transport_Availability,Affordability_Index,Opportunity_Access_Score
Agartala,Tripura,2020,1384807,43856,62,45,18.39,92.09,897,66.5,28.08,61.55,64.39
Jamnagar,Gujarat,2023,1714805,10329,81,38,24.38,52.53,37,60.85,47.64,87.58,50.86
Vijayawada,Andhra Pradesh,2020,759462,7380,48,25,46.84,89.99,977,34.48,61.04,63.2,62.5
Jalandhar,Punjab,2022,270743,12877,3,6,57.66,72.43,131,19.27,33.94,28.02,53.15
Mysuru,Karnataka,2024,1646066,21878,43,38,26.88,76.24,670,24.26,39.39,58.78,72.33
Ujjain,Madhya Pradesh,2021,1860656,42419,13,24,50.48,75.36,108,68.37,86.71,8.94,51.26
Ujjain,Madhya Pradesh,2025,1436890,33965,32,21,49.76,83.12,553,20.56,24.38,22.51,69.79
Durgapur,West Bengal,2025,1278044,934,81,34,51.42,64.8,88,95.1,90.62,22.04,70.31
Solapur,Maharashtra,2020,257269,12163,28,19,55.32,52.49,506,67.92,70.15,87.03,99.83
Warangal,Telangana,2020,517862,14153,9,13,47.09,87.74,989,37.09,3.88,60.95,87.48
Warangal,Telangana,2021,1533712,40096,65,42,30.82,59.77,324,74.79,28.27,54.94,52.41
Tumkur,Karnataka,2024,858679,42356,58,20,28.36,94.1,233,21.11,96.14,34.01,60.78
Vellore,Tamil Nadu,2022,1380296,45435,90,34,14.75,46.31,99,3.59,42.12,52.78,19.68
Aizawl,Mizoram,2023,1941854,11199,55,12,21.72,88.83,742,63.46,26.98,11.91,54.96
Jalandhar,Punjab,2020,783150,40683,7,29,57.15,44.54,444,71.79,48.54,72.98,0.73
Gwalior,Madhya Pradesh,2023,852610,39063,33,36,56.77,74.25,117,9.26,94.11,70.69,50.22
Bhavnagar,Gujarat,2021,1578922,5341,29,23,25.39,47.54,517,40.31,62.88,19.64,93.33
Udaipur,Rajasthan,2025,384886,48759,13,20,25.76,85.77,690,5.63,29.18,33.62,99.74
Dehradun,Uttarakhand,2022,1938605,8375,62,12,10.97,85.03,189,68.07,42.0,4.23,74.14
Meerut,Uttar Pradesh,2025,725338,19285,15,21,36.75,49.21,70,84.14,81.22,75.24,43.73
Hubli,Karnataka,2023,1022948,30037,87,8,42.56,93.39,762,58.13,41.36,21.39,79.12
Panipat,Haryana,2024,163646,21909,58,25,48.04,62.07,334,27.12,64.84,95.34,39.57
Udaipur,Rajasthan,2021,1600011,7302,59,24,32.41,89.22,484,72.25,36.97,27.41,39.26
Ranchi,Jharkhand,2023,189931,40255,49,16,55.87,49.81,952,12.97,91.61,36.78,28.28
Cuttack,Odisha,2025,1965059,7278,92,35,11.52,74.49,8,74.36,79.28,6.31,37.56
Kolhapur,Maharashtra,2021,1758201,13709,89,47,19.15,45.31,27,49.67,64.94,22.82,89.89
Panipat,Haryana,2020,451880,48757,18,31,34.59,55.22,244,58.83,34.19,82.6,79.46
Thanjavur,Tamil Nadu,2024,1160916,46653,58,35,34.02,53.04,81,86.48,97.49,94.01,69.65
Cuttack,Odisha,2020,1416632,13221,25,38,10.35,63.55,546,27.11,52.72,68.9,78.55
Ranchi,Jharkhand,2024,1891383,18032,5,11,35.87,93.58,662,57.12,95.7,19.03,5.05
Ranchi,Jharkhand,2023,901689,9399,20,2,59.66,62.08,812,75.77,8.23,82.51,72.03
Rohtak,Haryana,2024,126338,27499,43,27,21.59,81.88,222,86.64,62.7,91.04,5.42
Port Blair,Andaman and Nicobar Islands,2022,115590,8000,50,13,25.41,59.1,837,21.2,45.62,8.1,88.65
Rohtak,Haryana,2020,1979341,18304,32,42,14.92,40.81,179,34.4,4.3,0.6,86.99
Vellore,Tamil Nadu,2023,1840795,311,19,49,12.4,91.63,740,24.44,78.52,99.12,2.9
Thanjavur,Tamil Nadu,2025,103047,12841,12,2,10.69,72.92,876,94.12,37.68,27.21,28.84
Imphal,Manipur,2023,143435,41563,17,18,19.45,54.49,180,39.81,58.35,9.85,15.8
Moradabad,Uttar Pradesh,2022,179899,47339,87,9,35.4,49.38,200,0.66,68.99,31.13,9.9
Kohima,Nagaland,2024,1316553,29800,48,41,21.88,54.57,963,56.98,19.92,3.0,85.69
Moradabad,Uttar Pradesh,2022,1839548,15843,98,47,11.66,82.09,596,22.04,43.9,32.42,30.77
Vijayawada,Andhra Pradesh,2022,996880,49922,84,15,31.95,53.86,418,76.46,46.97,3.79,15.27
Vijayawada,Andhra Pradesh,2020,1168871,3256,55,14,39.2,74.85,50,80.66,96.3,28.98,50.66
Kozhikode,Kerala,2022,369927,37575,28,18,15.7,84.84,73,95.51,86.15,29.3,22.54
Panipat,Haryana,2024,658078,7252,13,25,50.83,82.47,961,63.32,79.14,37.09,58.69
Madurai,Tamil Nadu,2024,293215,25962,8,6,17.24,54.42,925,86.67,28.14,87.98,74.52
Meerut,Uttar Pradesh,2025,562890,46067,35,11,41.47,59.85,501,20.31,70.78,60.96,99.19
Kozhikode,Kerala,2021,1251967,9096,16,9,57.77,71.07,651,48.3,61.13,45.8,32.0
Udaipur,Rajasthan,2024,812257,39783,57,44,11.85,59.26,480,23.17,62.57,10.09,59.16
Visakhapatnam,Andhra Pradesh,2023,307584,48283,90,25,33.21,47.82,922,0.37,47.81,60.46,50.24
Udaipur,Rajasthan,2023,558292,35556,47,15,25.12,54.51,596,98.26,34.73,67.78,82.26
Bilaspur,Chhattisgarh,2023,974939,6254,9,28,40.82,74.29,277,28.01,11.71,2.44,7.44
Muzaffarpur,Bihar,2023,1389428,22574,58,44,10.26,55.53,413,87.2,34.69,54.73,6.66
Cuttack,Odisha,2021,1805123,169,90,31,49.58,66.25,95,21.12,0.97,29.16,7.03
Thanjavur,Tamil Nadu,2023,1223238,33137,11,33,32.4,58.28,32,66.58,19.43,52.4,76.77
Vellore,Tamil Nadu,2021,1022206,17895,71,29,32.95,87.18,426,16.05,82.85,6.14,49.84
Bhavnagar,Gujarat,2022,215934,4931,32,24,25.92,79.2,523,44.01,5.31,47.0,95.11
Agartala,Tripura,2021,1950930,13715,97,29,45.33,51.5,161,39.64,26.29,33.63,12.77
Nellore,Andhra Pradesh,2025,1091616,6857,79,40,25.15,75.94,772,81.78,52.37,24.56,51.77
Puducherry,Puducherry,2020,1786893,13133,20,47,35.3,68.44,38,35.91,4.09,76.04,27.59
Port Blair,Andaman and Nicobar Islands,2022,1480915,10891,66,36,15.25,80.44,572,98.59,8.06,3.48,84.15
Silchar,Assam,2023,1882861,40808,9,17,51.81,88.31,43,62.42,91.98,90.64,65.31
Saharanpur,Uttar Pradesh,2021,1159485,4993,18,7,50.89,69.95,659,41.16,20.52,96.82,28.55
Gwalior,Madhya Pradesh,2020,426113,39303,9,35,19.22,61.51,138,7.22,25.7,96.51,19.05
Aligarh,Uttar Pradesh,2024,686541,21791,31,26,25.3,62.96,886,88.24,63.83,9.05,8.16
Agartala,Tripura,2023,1335804,13439,8,40,29.29,81.26,598,24.43,5.93,75.11,24.33
Itanagar,Arunachal Pradesh,2025,1006533,15535,26,45,26.85,67.83,584,26.15,19.4,22.74,47.58
Nellore,Andhra Pradesh,2022,892332,30500,10,9,31.3,56.36,611,36.68,90.24,3.75,8.78
Bilaspur,Chhattisgarh,2022,620383,5829,25,10,18.16,78.6,31,92.79,41.26,86.94,25.62
Kolhapur,Maharashtra,2021,1521645,36416,76,12,46.96,93.14,402,88.69,42.5,35.32,31.37
Udaipur,Rajasthan,2025,1565651,49759,92,37,58.92,67.65,477,33.98,46.54,4.39,88.84
Durgapur,West Bengal,2024,1146396,14434,53,36,25.23,56.63,625,90.63,41.04,58.7,92.86
Jabalpur,Madhya Pradesh,2023,1126671,714,20,33,45.29,65.47,713,24.12,67.06,27.64,44.0
Bilaspur,Chhattisgarh,2020,484649,43780,86,37,19.13,66.63,522,0.73,38.31,56.36,37.18
Saharanpur,Uttar Pradesh,2022,1501856,25022,5,11,24.93,74.82,539,81.89,17.29,66.42,2.1
Durgapur,West Bengal,2022,1460227,35097,2,3,59.6,63.81,530,3.8,85.48,55.67,88.27
Ranchi,Jharkhand,2024,280791,14445,57,3,49.36,52.87,667,32.68,44.35,8.69,51.71
Ranchi,Jharkhand,2022,1516308,21413,28,17,28.48,55.15,640,83.88,31.85,31.35,90.38
Gangtok,Sikkim,2021,1420198,2236,68,17,31.65,51.65,229,85.54,64.43,23.53,85.17
Bilaspur,Chhattisgarh,2023,1327192,31935,75,29,35.63,76.89,169,75.7,5.9,81.94,77.59
Tumkur,Karnataka,2025,1753795,22517,58,48,20.97,61.97,541,79.58,75.86,34.56,87.76
Panipat,Haryana,2023,1373422,35184,12,4,22.99,61.04,756,3.29,98.94,64.25,20.72
Dehradun,Uttarakhand,2020,1237240,5301,77,24,54.28,41.6,525,55.41,11.61,87.45,29.74
Muzaffarpur,Bihar,2025,545621,45916,11,26,36.14,85.01,770,79.96,56.62,30.66,23.34
Cuttack,Odisha,2024,1962365,19594,30,49,27.24,58.49,502,62.01,7.19,36.07,23.95
Puducherry,Puducherry,2021,1439930,29912,83,2,56.81,43.45,946,56.84,16.93,48.23,61.45
Ranchi,Jharkhand,2020,1812210,22642,59,35,11.37,57.45,514,21.1,13.12,44.87,14.12
Thanjavur,Tamil Nadu,2024,474973,12294,19,6,26.24,71.95,278,32.24,40.55,67.36,18.56
Bhavnagar,Gujarat,2024,1891970,32877,61,39,28.3,65.64,383,36.31,73.28,84.62,85.44
Hubli,Karnataka,2025,348094,14789,24,1,23.77,56.11,468,99.83,70.75,62.07,14.72
Vellore,Tamil Nadu,2021,1298251,34645,21,6,23.73,87.9,587,65.59,91.84,54.17,30.83
Bhavnagar,Gujarat,2025,1041143,41229,40,36,47.42,80.88,458,9.95,85.49,14.64,27.28
Muzaffarpur,Bihar,2025,856679,2522,62,2,44.28,59.72,231,82.6,20.56,60.1,95.97
Agartala,Tripura,2022,1631237,46103,36,18,52.85,72.22,311,61.5,80.77,41.61,91.57
Nellore,Andhra Pradesh,2023,1311287,28242,22,46,24.17,53.85,646,18.57,61.33,90.58,36.11
Tiruchirappalli,Tamil Nadu,2024,1285023,22425,74,33,36.44,65.65,575,99.89,29.03,47.75,70.56
Bhavnagar,Gujarat,2021,1336326,11904,9,41,48.78,67.46,363,81.64,51.99,6.0,29.5
Itanagar,Arunachal Pradesh,2021,1628548,39527,16,23,14.74,73.88,803,71.4,85.51,13.69,47.9
Durgapur,West Bengal,2024,1191243,42845,88,1,25.51,49.85,333,64.16,55.74,84.43,14.09
Mysuru,Karnataka,2020,1966482,49703,74,7,55.15,42.29,631,79.4,25.37,57.71,0.09
Puducherry,Puducherry,2025,181328,34954,62,30,41.55,42.55,520,78.28,84.78,89.76,65.03
Warangal,Telangana,2024,165885,35645,47,39,41.3,80.01,707,81.16,50.23,99.52,66.58
Saharanpur,Uttar Pradesh,2024,1208624,39939,88,6,11.67,91.84,842,84.85,87.02,15.3,89.23
Tiruchirappalli,Tamil Nadu,2022,1796100,36114,47,7,34.92,40.15,30,2.88,65.82,15.42,5.03
Salem,Tamil Nadu,2020,753427,30060,45,43,17.22,59.64,441,11.49,18.08,82.44,10.06
Salem,Tamil Nadu,2023,1312711,8285,35,13,42.95,59.83,154,75.88,71.91,53.0,59.28
Kozhikode,Kerala,2024,1672130,30536,27,7,53.71,93.08,6,7.43,93.3,30.61,65.25
Salem,Tamil Nadu,2020,1385604,18888,62,25,30.94,73.87,224,84.53,25.3,47.01,96.11
Imphal,Manipur,2023,408838,18837,54,37,36.92,67.3,113,45.83,76.97,71.72,49.66
Udaipur,Rajasthan,2020,850027,22816,88,38,56.62,56.79,103,29.37,20.59,8.9,39.3
Kozhikode,Kerala,2023,1113466,112,56,40,12.03,56.49,164,33.22,27.14,51.85,38.14
Nanded,Maharashtra,2020,475329,44155,57,35,16.7,75.79,727,30.11,31.3,44.53,80.74
Itanagar,Arunachal Pradesh,2022,1932804,29000,39,47,50.96,89.25,532,32.87,77.24,32.09,14.81
Salem,Tamil Nadu,2025,765384,10602,43,48,58.61,76.25,133,86.19,34.13,40.12,51.93
Solapur,Maharashtra,2024,300307,29090,60,35,52.29,50.42,131,13.04,8.97,96.02,99.52
Kozhikode,Kerala,2023,681275,37161,38,19,24.99,72.23,442,18.97,82.87,6.71,52.39
Meerut,Uttar Pradesh,2024,351959,31720,92,17,46.01,81.54,481,66.11,97.38,24.56,14.6
Kolhapur,Maharashtra,2023,433483,33183,86,39,55.25,45.0,83,75.8,93.97,26.82,77.62
Dehradun,Uttarakhand,2024,1669913,19712,38,34,49.37,45.78,568,33.7,22.38,13.87,81.22
Kozhikode,Kerala,2023,143555,4379,81,8,27.03,86.0,268,26.88,0.17,34.09,73.91
Nellore,Andhra Pradesh,2023,159361,3847,19,13,16.67,91.2,268,48.45,24.06,61.09,1.59
Dehradun,Uttarakhand,2020,224914,35980,92,14,59.28,58.48,40,18.52,52.36,0.16,76.81
Rohtak,Haryana,2023,1987768,42730,66,44,22.5,44.93,255,50.09,7.72,56.12,16.9
Thanjavur,Tamil Nadu,2021,566450,6105,5,20,39.88,61.54,339,4.67,70.83,10.43,78.02
Silchar,Assam,2020,263969,22021,59,1,55.05,94.78,45,47.65,90.83,94.73,44.59
Tumkur,Karnataka,2022,1306586,17376,12,45,20.13,71.71,223,68.29,59.53,42.05,46.86
Agartala,Tripura,2024,1454442,26404,30,31,45.81,70.89,249,27.95,91.09,52.2,65.27
Gangtok,Sikkim,2020,481767,17639,93,26,22.98,86.6,554,27.29,19.42,65.34,14.08
Durgapur,West Bengal,2022,1973877,4026,29,32,24.06,81.05,682,20.64,23.79,49.45,90.54
Amravati,Maharashtra,2025,874688,33081,79,30,34.43,41.49,82,27.31,52.72,38.75,97.97
Moradabad,Uttar Pradesh,2020,182364,9303,15,29,48.4,79.44,13,63.31,90.96,82.99,5.39
Moradabad,Uttar Pradesh,2021,1913241,34780,15,39,13.73,91.48,812,51.63,1.52,0.34,68.22
Kozhikode,Kerala,2023,1926363,31692,37,46,41.09,88.15,710,26.79,69.38,51.59,9.66
Hubli,Karnataka,2023,1035978,48337,25,23,21.91,66.1,301,31.12,18.8,68.45,2.29
Rohtak,Haryana,2024,395024,37553,42,19,10.23,90.43,300,16.27,52.37,37.24,26.03
Amravati,Maharashtra,2025,1681670,35037,12,49,59.29,49.93,103,81.77,47.41,62.38,20.79
Bilaspur,Chhattisgarh,2022,1123468,35567,27,15,26.81,84.41,180,44.87,10.79,93.24,70.07
Aizawl,Mizoram,2025,296568,38089,39,24,51.6,56.55,403,48.25,78.77,90.4,54.53
Port Blair,Andaman and Nicobar Islands,2021,467021,27268,39,15,51.76,68.64,165,50.63,71.51,5.72,83.22
Aizawl,Mizoram,2025,487502,27433,68,14,19.65,56.49,367,89.48,30.15,46.85,4.68
Aizawl,Mizoram,2021,729910,45173,10,44,30.43,47.21,642,10.51,8.45,46.0,55.58
Vijayawada,Andhra Pradesh,2020,1977633,6076,59,17,26.04,40.04,834,92.94,5.39,19.56,37.5
Bhavnagar,Gujarat,2024,414364,33878,48,31,34.24,59.18,202,36.94,40.74,72.05,12.42
Port Blair,Andaman and Nicobar Islands,2023,1141989,15457,99,20,49.68,60.59,309,53.24,79.52,9.56,56.54
Bilaspur,Chhattisgarh,2025,507936,28259,15,31,31.91,71.27,787,57.25,1.93,17.77,78.91
Moradabad,Uttar Pradesh,2022,1532588,19828,73,8,40.52,45.45,354,81.68,79.79,58.37,46.12
Gangtok,Sikkim,2024,1636499,8421,1,32,23.52,48.1,780,45.48,67.98,51.92,2.96
Warangal,Telangana,2023,421753,36429,2,31,46.04,64.78,936,79.26,87.29,33.97,98.59
Kozhikode,Kerala,2023,1351413,22331,56,36,10.08,47.44,98,15.76,15.14,80.89,29.02
Tumkur,Karnataka,2020,522954,12037,92,17,39.98,81.2,700,86.17,67.26,73.95,18.02
Kohima,Nagaland,2023,550459,27802,12,10,32.09,77.97,984,11.23,22.92,75.39,3.66
Bilaspur,Chhattisgarh,2022,1924338,4169,28,37,56.99,40.21,36,53.29,82.27,3.58,98.69
Bhavnagar,Gujarat,2024,550104,38588,97,42,46.88,67.3,399,10.83,83.88,70.19,39.38
Jamnagar,Gujarat,2021,1290129,33737,86,21,45.21,53.43,38,7.52,5.93,42.92,93.05
Visakhapatnam,Andhra Pradesh,2023,1801804,9859,1,47,57.83,66.69,302,29.29,71.23,40.09,46.22
Ranchi,Jharkhand,2020,993426,5655,97,11,49.87,40.3,647,53.05,27.48,58.85,1.42
Gangtok,Sikkim,2023,136023,38559,94,12,53.49,60.16,68,47.26,59.25,60.55,86.8
Puducherry,Puducherry,2023,1079929,1885,35,10,48.2,64.48,64,63.94,75.93,79.95,27.65
Cuttack,Odisha,2022,546010,24440,92,13,32.65,87.72,742,33.98,29.15,65.12,97.54
Solapur,Maharashtra,2020,1456158,5142,15,38,27.24,62.92,360,93.76,8.09,32.02,23.85
Warangal,Telangana,2024,1752657,3824,42,12,32.14,89.57,738,67.59,85.35,99.36,17.33
Ujjain,Madhya Pradesh,2022,1959246,46110,37,33,41.68,82.92,496,66.67,63.12,66.46,56.83
Saharanpur,Uttar Pradesh,2021,288059,8868,65,13,56.91,40.75,285,94.67,36.75,77.76,29.15
Kohima,Nagaland,2023,691980,36559,96,33,55.0,58.88,50,61.11,24.33,93.49,34.59
Tirupati,Andhra Pradesh,2021,1330342,35271,59,11,41.69,47.01,19,17.13,3.26,45.49,55.06
Nanded,Maharashtra,2025,539486,32743,75,9,58.66,73.1,991,51.29,27.49,74.44,56.3
Solapur,Maharashtra,2024,405557,36243,68,45,43.14,70.25,602,65.22,7.75,30.37,15.27
Aizawl,Mizoram,2021,1749504,23717,43,6,23.23,92.9,589,28.74,28.26,37.14,16.93
Tiruchirappalli,Tamil Nadu,2020,1640778,10540,84,42,11.77,75.42,645,93.27,84.55,98.49,3.38
Kozhikode,Kerala,2024,248159,7622,99,39,43.12,85.0,924,65.84,29.23,80.57,63.21
Udaipur,Rajasthan,2022,1416640,29906,61,18,35.1,91.88,158,26.99,32.92,32.01,72.63
Solapur,Maharashtra,2025,1751967,20013,57,30,26.03,61.75,463,76.04,17.81,45.27,5.39
Saharanpur,Uttar Pradesh,2022,1498232,41306,14,2,25.02,60.42,255,57.05,28.46,68.98,21.24
Aizawl,Mizoram,2025,1308958,15731,47,7,47.89,63.75,428,21.91,30.61,95.24,24.46
Saharanpur,Uttar Pradesh,2020,914978,23667,2,22,30.5,92.56,205,28.1,25.42,32.88,92.83
Itanagar,Arunachal Pradesh,2022,859595,3495,75,2,55.68,82.78,462,61.67,95.84,49.95,46.87
Aligarh,Uttar Pradesh,2023,1449993,22403,31,1,38.44,50.48,628,55.64,82.57,71.49,42.9
Nanded,Maharashtra,2022,1308617,19594,87,42,40.64,71.82,643,48.7,76.17,32.3,81.86
Guntur,Andhra Pradesh,2020,896861,41954,62,49,44.79,51.07,579,77.84,83.37,90.34,8.1
Warangal,Telangana,2021,453270,33463,10,1,38.39,89.08,678,90.69,36.32,75.2,3.84
Vijayawada,Andhra Pradesh,2023,197469,32323,36,9,57.4,78.68,117,64.3,0.17,12.56,24.74
Saharanpur,Uttar Pradesh,2023,390341,9185,15,16,29.14,63.9,750,83.87,19.23,33.08,11.84
Port Blair,Andaman and Nicobar Islands,2024,551621,31331,62,10,45.47,75.96,105,17.35,51.73,46.94,91.97
Vellore,Tamil Nadu,2025,1048571,31007,76,9,34.01,71.93,956,71.62,13.18,8.8,67.43
Silchar,Assam,2021,381829,12756,99,44,21.51,89.11,61,39.1,50.49,68.77,51.09
Vellore,Tamil Nadu,2025,1247875,9377,70,40,48.8,61.12,475,95.23,13.45,13.56,46.21
Warangal,Telangana,2025,962121,8292,16,43,24.18,56.77,150,82.47,28.2,49.38,36.15
Solapur,Maharashtra,2021,1676471,16346,2,7,10.21,87.37,699,86.16,18.42,45.13,0.89
Dehradun,Uttarakhand,2025,751375,14354,12,26,58.68,52.81,961,66.0,74.5,83.16,1.18
Ujjain,Madhya Pradesh,2023,457228,43534,95,24,58.68,53.58,461,61.25,12.0,33.34,34.79
Jamnagar,Gujarat,2025,330134,23516,55,13,53.32,86.33,259,81.69,31.69,32.15,56.9
Vellore,Tamil Nadu,2025,104315,43669,42,33,33.55,82.56,717,73.92,2.33,53.32,83.89
Panipat,Haryana,2022,118887,40924,60,12,35.4,68.39,695,65.16,26.01,84.26,37.71
Panipat,Haryana,2022,288810,39233,60,31,33.53,40.48,678,74.83,66.71,79.93,3.49
Aligarh,Uttar Pradesh,2024,774317,41097,78,17,33.36,83.8,292,96.54,8.5,4.55,5.84
Nanded,Maharashtra,2020,1506281,30639,96,40,56.65,86.14,125,26.19,71.84,10.99,26.15
Jalandhar,Punjab,2025,1939131,30133,19,49,30.59,57.84,927,68.09,12.93,22.09,91.08
Imphal,Manipur,2025,574155,47383,59,8,22.35,48.46,230,36.48,91.64,10.62,21.72
Thanjavur,Tamil Nadu,2023,1694453,8083,45,26,17.64,86.34,81,34.07,17.07,11.74,88.9
Puducherry,Puducherry,2025,1341834,4125,61,36,59.92,69.93,198,49.38,48.47,50.64,30.19
Muzaffarpur,Bihar,2025,509669,48254,50,4,33.43,50.75,242,29.0,49.82,53.52,60.74
Jalandhar,Punjab,2020,746348,1953,25,18,53.62,85.71,389,4.72,87.98,20.14,14.76
Durgapur,West Bengal,2025,1581704,31064,16,12,44.0,65.97,716,87.28,41.26,19.07,14.72
Thanjavur,Tamil Nadu,2020,952762,30924,62,17,10.18,41.34,628,58.44,69.82,65.56,44.07
Udaipur,Rajasthan,2025,1310652,8165,35,20,37.42,58.27,281,47.18,74.33,13.25,9.84
Ranchi,Jharkhand,2020,1382090,24589,74,19,41.38,76.77,709,6.88,71.68,16.07,40.27
Salem,Tamil Nadu,2021,1788475,42567,89,19,48.36,85.09,939,18.57,45.82,20.78,18.71
Aligarh,Uttar Pradesh,2020,1421450,1664,11,20,46.28,41.86,446,92.25,61.14,51.14,53.45
Ranchi,Jharkhand,2020,1296140,44799,79,8,21.51,51.56,29,24.21,62.29,79.26,52.88
Hubli,Karnataka,2022,1669919,49440,43,12,42.62,53.25,470,76.02,65.67,37.95,54.62
Moradabad,Uttar Pradesh,2020,249716,8484,12,32,42.76,53.7,960,38.99,60.71,6.39,10.44
Jabalpur,Madhya Pradesh,2022,1947796,33291,97,49,34.13,47.3,705,49.98,82.11,10.47,73.85
Salem,Tamil Nadu,2021,1748992,15146,40,3,40.12,57.73,246,99.41,29.8,30.98,56.74
Kakinada,Andhra Pradesh,2022,843229,49247,93,47,49.63,75.57,378,27.94,12.1,4.21,61.59
Warangal,Telangana,2025,192225,38461,71,8,53.54,82.84,570,71.01,13.67,11.54,92.42
Agartala,Tripura,2020,503633,35231,61,16,40.53,82.53,321,69.2,80.22,23.25,1.89
Aizawl,Mizoram,2025,636428,23285,46,21,47.38,88.67,552,41.86,49.88,78.53,91.6
Muzaffarpur,Bihar,2025,1212695,9765,6,14,16.94,40.42,344,15.33,34.35,74.71,6.6
Tiruchirappalli,Tamil Nadu,2020,877745,17360,75,12,33.19,79.29,324,20.79,19.76,14.58,77.1
Tirupati,Andhra Pradesh,2022,1952308,9424,14,39,27.24,80.16,262,26.53,67.64,59.67,10.44
Kakinada,Andhra Pradesh,2024,442353,5532,85,9,25.21,41.46,932,25.94,40.33,14.39,9.96
Jalandhar,Punjab,2021,476570,885,9,3,29.09,62.59,908,92.47,54.9,56.7,99.38
Ujjain,Madhya Pradesh,2023,985734,40804,47,37,12.59,41.22,339,95.22,72.13,95.19,70.46
Cuttack,Odisha,2020,505568,12998,67,7,54.99,55.98,593,45.22,8.47,34.06,77.62
Visakhapatnam,Andhra Pradesh,2022,1699513,27859,15,6,57.43,53.49,780,89.69,29.46,62.93,87.78
Shillong,Meghalaya,2022,1966946,35113,5,35,42.75,46.27,229,21.03,39.92,23.11,91.81
Puducherry,Puducherry,2023,1573259,23030,93,38,14.24,68.19,495,45.5,81.65,70.28,93.87
Rajahmundry,Andhra Pradesh,2022,316347,170,75,46,40.17,89.4,186,45.71,6.81,83.56,18.08
Udaipur,Rajasthan,2025,1504489,11648,46,38,15.85,80.2,86,39.46,4.66,98.71,78.65
Durgapur,West Bengal,2023,765418,23489,81,46,19.5,52.52,699,90.27,99.39,99.44,43.85
Gangtok,Sikkim,2021,784439,2681,34,43,39.95,80.9,54,38.3,55.3,85.05,62.07
Port Blair,Andaman and Nicobar Islands,2020,516891,32393,92,33,22.01,60.24,595,93.7,8.85,49.11,72.14
Gwalior,Madhya Pradesh,2020,955328,29971,46,31,12.21,78.32,338,35.99,17.75,47.33,73.35
Salem,Tamil Nadu,2024,1702105,46310,64,1,44.08,63.75,256,84.28,3.41,53.55,65.03
Panipat,Haryana,2024,1510113,33055,51,26,37.71,61.34,773,80.5,2.85,57.92,11.45
Vellore,Tamil Nadu,2021,646024,4219,78,5,32.09,55.71,385,96.46,64.12,81.56,90.18
Madurai,Tamil Nadu,2020,1395801,30700,77,4,40.7,40.56,377,43.25,90.66,88.9,12.57
Gwalior,Madhya Pradesh,2024,470759,47509,74,20,50.08,60.53,856,32.57,2.18,92.49,34.96
Agartala,Tripura,2024,950179,30652,84,41,34.47,87.78,645,97.68,64.1,69.01,32.45
Muzaffarpur,Bihar,2020,656241,23225,84,33,50.01,71.19,352,27.92,71.0,82.41,83.94
Agartala,Tripura,2022,581721,525,4,18,51.77,48.67,421,83.0,7.32,32.1,33.97
Kohima,Nagaland,2020,1594299,34643,80,13,29.75,69.82,126,77.21,35.98,35.42,48.3
Hubli,Karnataka,2020,1617886,5847,65,46,43.17,47.02,724,4.16,16.42,20.86,76.98
Agartala,Tripura,2024,1501529,44126,66,24,13.26,88.4,112,26.23,29.65,60.19,16.44
Vijayawada,Andhra Pradesh,2020,170936,16081,11,30,23.32,86.24,815,50.08,31.31,25.05,37.53
Jabalpur,Madhya Pradesh,2022,1703664,31763,82,14,21.37,90.03,169,95.18,43.46,6.75,90.26
Solapur,Maharashtra,2022,1677788,44521,78,5,18.36,51.63,130,46.7,32.96,39.33,35.03
Muzaffarpur,Bihar,2021,1974686,33826,13,25,46.28,55.83,579,10.81,26.55,73.4,18.07
Kohima,Nagaland,2025,592453,44590,4,47,24.7,84.74,811,95.84,1.61,79.28,78.09
Udaipur,Rajasthan,2021,1315711,10074,67,40,34.76,53.94,963,30.8,30.0,46.96,42.92
Gangtok,Sikkim,2020,775622,22183,39,27,23.84,79.72,605,90.59,64.37,6.33,17.09
Vellore,Tamil Nadu,2023,426035,25994,83,27,46.75,43.24,338,22.87,61.84,43.02,13.21
Saharanpur,Uttar Pradesh,2023,1855713,43428,14,46,51.6,44.05,381,96.32,12.27,47.72,23.08
Nanded,Maharashtra,2023,1568822,18083,6,16,12.99,89.49,193,10.04,26.99,91.34,44.2
Imphal,Manipur,2021,641908,32040,34,29,50.08,83.58,940,12.37,65.32,15.89,99.51
Kozhikode,Kerala,2020,1805168,10235,35,2,46.94,83.81,798,95.22,33.84,68.74,58.95
Aligarh,Uttar Pradesh,2020,1788204,9532,68,45,18.22,87.82,474,17.35,88.52,72.68,87.5
Dehradun,Uttarakhand,2020,1918475,8287,84,1,48.56,71.39,273,19.14,59.11,8.42,83.25
Nanded,Maharashtra,2022,690822,30256,97,17,47.87,87.76,767,16.91,1.48,6.07,67.16
Imphal,Manipur,2021,1978848,515,26,20,18.59,92.45,649,52.03,28.38,46.18,24.71
Nanded,Maharashtra,2020,1732500,4714,35,15,56.77,60.71,839,85.2,62.11,58.69,71.51
Panipat,Haryana,2021,1020266,23541,12,8,23.23,84.78,108,11.01,88.36,13.67,8.97
Saharanpur,Uttar Pradesh,2025,999080,22094,1,44,30.16,82.1,683,61.85,91.82,86.27,54.4
